mapbox-id,sgi_id,name,min_lng,min_lat,max_lng,max_lat,slope_deg,aspect_deg
343,A51g-03,Krönten N,8.562371517872544,46.782441157578404,8.573693163713344,46.78514188182461,36.27,32
344,A51g-04,Rundstock,8.56091839699703,46.78530963811163,8.564733219039192,46.78741158964961,39.2,7
345,A51g-05,Glatt Firn,8.519695015352466,46.77606250890657,8.565243042624727,46.79421646855616,16.61,30
346,A51g-07,Guggitaler Schnee,8.549310386099833,46.8210647939294,8.558484883807786,46.82611836720698,23.41,42
347,A51g-09,Chlitaler Firn,8.54565332417259,46.85402126333605,8.554336180942403,46.859266784282276,25.28,15
348,A51g-10,Chesselfirn,8.534337282521507,46.86242751667509,8.543963418436308,46.86734226447064,23.92,25
349,A51g-11,Blüemlisalpfirn,8.51442026579449,46.84090007071525,8.552435633285292,46.85518460050131,17.93,338
350,A51g-12,Schlossfirn (Isenthal),8.49863298601763,46.84564321949098,8.515433824838796,46.85615703063883,20.5,15
351,A51g-13,Schöntaler Firn,8.489192530267333,46.85279648369098,8.494661796186485,46.85584564535685,26.25,355
352,A51g-14,Hasenstock,8.481799460598229,46.855250054479974,8.485402395324893,46.85836129640094,34.38,12
353,A51g-15,Schlittchuechen,8.469417061111885,46.85690340526156,8.476133585160792,46.86153814629026,28.47,31
354,A51g-16,Chli Krönten E,8.578320318372635,46.783288420523334,8.583760814101048,46.78655032638321,30.84,19
355,A51g-18,Schlossberggletscher (Erstfeld),8.524336970826315,46.785495179066565,8.54471564464509,46.806537958417344,24.87,38
356,A51g-19,Chlitaler Firn,8.535794889816595,46.85732425962455,8.541392311933064,46.860954187267076,24.48,66
357,A51g-20,Griesbrawen,8.58643808531834,46.79128146406137,8.59715344953185,46.79414065296261,31.53,344
358,A51g-23,Schlossstock,8.514949518456747,46.85100028387679,8.517763669244168,46.85306712606948,32.43,31
359,A51g-24,,8.500770739042633,46.85525649795294,8.504637675224764,46.85790026614439,27.77,15
360,A51h-02,Griessengletscher (Engelberg),8.483093107111275,46.836243105939246,8.505737534783654,46.84835450598548,17.87,292
361,A51h-04,Firenband,8.486690427728574,46.81831459631314,8.489488306902523,46.8239649589348,27.21,46
362,A51h-05,Schlossberg S (Erstfeld),8.522703119408424,46.804006531545326,8.52861495792612,46.80880945009119,35.87,319
363,A51h-06,Griesshubel,8.520053721912786,46.79079213627484,8.52409069217498,46.793569112019114,34.65,323
364,A51h-07,Spannortgletscher NE 1,8.507380356308552,46.778739958732004,8.51814690057298,46.78668044061342,26.01,340
365,A51h-08,Spannortgletscher SW 1,8.495529475153498,46.77578707420417,8.50318682246826,46.78155855842468,27.99,333
366,A51h-10,Grassengletscher E,8.48188692460466,46.771105761939566,8.492385950564286,46.77667783908926,27.71,329
367,A51h-11,Grassengletscher,8.4690310605599,46.76900348734959,8.481687734024497,46.77678728743192,30.8,0
368,A51h-13,Firnalpeligletscher SE,8.446279577950351,46.76411278516821,8.46325954051131,46.77598819701585,26.25,347
369,A51h-14,Firnalpeligletscher NW,8.439757286195466,46.769922973936985,8.450182662867427,46.78257264452436,29.31,21
370,A51h-15,Titlisgletscher,8.410492882520334,46.770152206781376,8.437789569347405,46.77844206427001,28.33,323
371,A51h-16,Sulzli,8.39951002852381,46.77236685594794,8.406450095694762,46.77561317535411,28.26,345
372,A51h-17,Jochgletscher E,8.391752532283462,46.76654846061198,8.40404205526171,46.77071813851618,34.22,332
373,A51h-20,Spannortgletscher NE 2,8.51255559151114,46.780459242348584,8.523755722943289,46.7919729488065,24.18,332
374,A51h-21,Spannortgletscher zentral,8.502520736221843,46.77677002449829,8.509956184781904,46.783539813919425,22.24,324
375,A51h-22,Spannortgletscher SW 2,8.48876321719179,46.77319332023091,8.497155059341887,46.78226832155293,22.07,336
376,A51h-23,Firnalpelifirn E,8.460408011761773,46.76875624152151,8.468913732591304,46.7759491506862,24.85,359
377,A51h-25,Galtiberggletscher N,8.426082685548035,46.77749790059708,8.438444913457436,46.78375426254828,27.38,333
378,A51h-26,Schlossfirn,8.507912726420768,46.845290246122346,8.513900164344705,46.84744383900787,16.85,63
379,A51h-28,,8.529185522705266,46.8058139321375,8.531119029337003,46.80814570889133,36.92,299
380,A51h-29,,8.404528224071445,46.76969601877169,8.407028584380617,46.77091077377178,40.85,349
381,A51h-33,,8.408361305969862,46.77313879858931,8.411577210461846,46.77425251105009,38.13,348
382,A51h-34,Stotzig Egg,8.425102008529237,46.77274167816601,8.437406373134698,46.78050727513493,25.97,334
383,A54e-01,Jochgletscher W,8.38082603077321,46.76167140032446,8.393789459383695,46.76767624957253,29.25,340
384,A54e-02,Mären,8.3646218659878,46.75747384306185,8.377719255728211,46.76404047898539,31.84,348
